id,label,b_inggris,b_indo,status
1552,Most 3000,dismiss,membubarkan,default
1553,Most 3000,disorder,kekacauan,default
1554,Most 3000,display,menampilkan,default
1555,Most 3000,dispute,sengketa,default
1556,Most 3000,distance,jarak,default
1557,Most 3000,distant,jauh,default
1558,Most 3000,distinct,berbeda,default
1559,Most 3000,distinction,perbedaan,default
1560,Most 3000,distinguish,membedakan,default
1561,Most 3000,distribute,mendistribusikan,default
1562,Most 3000,distribution,distribusi,default
1563,Most 3000,district,daerah,default
1564,Most 3000,diverse,beragam,default
1565,Most 3000,diversity,keberagaman,default
1566,Most 3000,divide,membagi,default
1567,Most 3000,division,divisi,default
1568,Most 3000,divorce,perceraian,default
1569,Most 3000,DNA,DNA,default
1570,Most 3000,document,dokumen,default
1571,Most 3000,domestic,lokal,default
1572,Most 3000,dominant,dominan,default
1573,Most 3000,dominate,mendominasi,default
1574,Most 3000,double,dobel,default
1575,Most 3000,doubt,ragu,default
1576,Most 3000,downtown,pusat kota,default
1577,Most 3000,dozen,lusin,default
1578,Most 3000,draft,draf,default
1579,Most 3000,drag,menyeret,default
1580,Most 3000,drama,drama,default
1581,Most 3000,dramatic,dramatis,default
1582,Most 3000,dramatically,secara dramatis,default
1583,Most 3000,drawing,menggambar,default
1584,Most 3000,dress,gaun,default
1585,Most 3000,drink,minum,default
1586,Most 3000,driver,pengemudi,default
1587,Most 3000,dry,kering,default
1588,Most 3000,due,jatuh tempo,default
1589,Most 3000,dust,debu,default
1590,Most 3000,duty,tugas,default
1591,Most 2000,eager,ingin sekali,default
1592,Most 2000,ear,telinga,default
1593,Most 2000,earn,menghasilkan,default
1594,Most 2000,earnings,pendapatan,default
1595,Most 2000,earth,bumi,default
1596,Most 2000,ease,kemudahan,default
1597,Most 2000,easily,dengan mudah,default
1598,Most 2000,eastern,Timur,default
1599,Most 2000,economics,ekonomi,default
1600,Most 2000,economist,ekonom,default
1601,Most 2000,edition,edisi,default
1602,Most 2000,editor,editor,default
1603,Most 2000,educate,mendidik,default
1604,Most 2000,educational,mendidik,default
1605,Most 2000,educator,pendidik,default
1606,Most 2000,effective,efektif,default
1607,Most 2000,effectively,secara efektif,default
1608,Most 2000,efficiency,efisiensi,default
1609,Most 2000,efficient,efisien,default
1610,Most 2000,egg,telur,default
1611,Most 2000,elderly,tua,default
1612,Most 2000,elect,memilih,default
1613,Most 2000,electric,listrik,default
1614,Most 2000,electricity,listrik,default
1615,Most 2000,electronic,elektronik,default
1616,Most 2000,element,elemen,default
1617,Most 2000,elementary,dasar,default
1618,Most 2000,eliminate,menghapuskan,default
1619,Most 2000,elite,elite,default
1620,Most 2000,elsewhere,di tempat lain,default
1621,Most 2000,e-mail,surel,default
1622,Most 2000,embrace,merangkul,default
1623,Most 2000,emerge,muncul,default
1624,Most 2000,emergency,keadaan darurat,default
1625,Most 2000,emission,emisi,default
1626,Most 2000,emotion,emosi,default
1627,Most 2000,emotional,emosional,default
1628,Most 2000,emphasis,tekanan,default
1629,Most 2000,emphasize,menekankan,default
1630,Most 2000,employ,mempekerjakan,default
1631,Most 2000,employer,pemberi pekerjaan,default
1632,Most 2000,employment,pekerjaan,default
1633,Most 2000,empty,kosong,default
1634,Most 2000,enable,memungkinkan,default
1635,Most 2000,encounter,bertemu,default
1636,Most 2000,encourage,mendorong,default
1637,Most 2000,enemy,musuh,default
1638,Most 2000,enforcement,pelaksanaan,default
1639,Most 2000,engage,melibatkan,default
1640,Most 2000,engine,mesin,default
1641,Most 2000,engineer,insinyur,default
1642,Most 2000,engineering,rekayasa,default
1643,Most 2000,English,Bahasa inggris,default
1644,Most 2000,enhance,meningkatkan,default
1645,Most 2000,enormous,sangat besar,default
1646,Most 2000,ensure,memastikan,default
1647,Most 2000,enterprise,perusahaan,default
1648,Most 2000,entertainment,hiburan,default
1649,Most 2000,entirely,sepenuhnya,default
1650,Most 2000,entrance,pintu masuk,default
1651,Most 2000,entry,pintu masuk,default
1652,Most 3000,episode,episode,default
1653,Most 3000,equal,setara,default
1654,Most 3000,equally,sama,default
1655,Most 3000,equipment,peralatan,default
1656,Most 3000,era,zaman,default
1657,Most 3000,error,kesalahan,default
1658,Most 3000,escape,melarikan diri,default
1659,Most 3000,essay,karangan,default
1660,Most 3000,essential,penting,default
1661,Most 3000,essentially,pada dasarnya,default
1662,Most 3000,establishment,pembentukan,default
1663,Most 3000,estate,perkebunan,default
1664,Most 3000,estimate,memperkirakan,default
1665,Most 3000,etc,dll.,default
1666,Most 3000,ethics,etika,default
1667,Most 3000,ethnic,etnik,default
1668,Most 3000,European,Eropa,default
1669,Most 3000,evaluate,evaluasi,default
1670,Most 3000,evaluation,evaluasi,default
1671,Most 3000,eventually,pada akhirnya,default
1672,Most 3000,everyday,setiap hari,default
1673,Most 3000,everywhere,di mana pun,default
1674,Most 3000,evolution,evolusi,default
1675,Most 3000,evolve,berkembang,default
1676,Most 3000,exact,akurat,default
1677,Most 3000,examination,penyelidikan,default
1678,Most 3000,examine,meneliti,default
1679,Most 3000,exceed,melampaui,default
1680,Most 3000,excellent,bagus sekali,default
1681,Most 3000,except,kecuali,default
1682,Most 3000,exception,pengecualian,default
1683,Most 3000,exchange,menukarkan,default
1684,Most 3000,exciting,seru,default
1685,Most 3000,exercise,latihan,default
1686,Most 3000,exhibit,pameran,default
1687,Most 3000,exhibition,pameran,default
1688,Most 3000,existence,adanya,default
1689,Most 3000,existing,yang ada,default
1690,Most 3000,expand,memperluas,default
1691,Most 3000,expansion,ekspansi,default
1692,Most 3000,expectation,ekspektasi,default
1693,Most 3000,expense,pengeluaran,default
1694,Most 3000,expensive,mahal,default
1695,Most 3000,experiment,percobaan,default
1696,Most 3000,explanation,penjelasan,default
1697,Most 3000,explode,meledak,default
1698,Most 3000,explore,mengeksplorasi,default
1699,Most 3000,explosion,ledakan,default
1700,Most 3000,expose,membuka,default
1701,Most 3000,exposure,paparan,default
1702,Most 3000,express,cepat,default
1703,Most 3000,expression,ekspresi,default
1704,Most 3000,extend,memperpanjang,default
1705,Most 3000,extension,perpanjangan,default
1706,Most 3000,extensive,luas,default
1707,Most 3000,extent,cakupan,default
1708,Most 3000,external,luar,default
1709,Most 3000,extra,tambahan,default
1710,Most 3000,extraordinary,luar biasa,default
1711,Most 3000,extreme,ekstrim,default
1712,Most 3000,extremely,sangat,default
1713,Most 2000,fabric,kain,default
1714,Most 2000,facility,fasilitas,default
1715,Most 2000,factory,pabrik,default
1716,Most 2000,faculty,fakultas,default
1717,Most 2000,fade,memudar,default
1718,Most 2000,failure,kegagalan,default
1719,Most 2000,fair,adil,default
1720,Most 2000,fairly,cukup,default
1721,Most 2000,faith,keyakinan,default
1722,Most 2000,FALSE,PALSU,default
1723,Most 2000,familiar,akrab,default
1724,Most 2000,famous,terkenal,default
1725,Most 2000,fan,penggemar,default
1726,Most 2000,fantasy,fantasi,default
1727,Most 2000,farm,peternakan,default
1728,Most 2000,farmer,petani,default
1729,Most 2000,fashion,mode,default
1730,Most 2000,fat,gemuk,default
1731,Most 2000,fate,takdir,default
1732,Most 2000,fault,kesalahan,default
1733,Most 2000,favor,kebaikan,default
1734,Most 2000,favorite,favorit,default
1735,Most 2000,feature,fitur,default
1736,Most 2000,fee,biaya,default
1737,Most 2000,feed,memberi makan,default
1738,Most 2000,fellow,rekan,default
1739,Most 2000,female,perempuan,default
1740,Most 2000,fence,pagar,default
1741,Most 2000,fewer,lebih sedikit,default
1742,Most 2000,fiber,serat,default
1743,Most 2000,fiction,fiksi,default
1744,Most 2000,fifteen,limabelas,default
1745,Most 2000,fifth,kelima,default
1746,Most 2000,fifty,lima puluh,default
1747,Most 2000,fighter,pejuang,default
1748,Most 2000,fighting,berkelahi,default
1749,Most 2000,file,mengajukan,default
1750,Most 2000,finance,keuangan,default
1751,Most 2000,finding,temuan,default
1752,Most 2000,fishing,penangkapan ikan,default
1753,Most 2000,fit,bugar,default
1754,Most 2000,fitness,kebugaran,default
1755,Most 2000,fix,memperbaiki,default
1756,Most 2000,flag,bendera,default
1757,Most 2000,flame,api,default
1758,Most 3000,flat,datar,default
1759,Most 3000,flavor,rasa,default
1760,Most 3000,flee,kabur,default
1761,Most 3000,flesh,daging,default
1762,Most 3000,flight,penerbangan,default
1763,Most 3000,float,mengambang,default
1764,Most 3000,flow,mengalir,default
1765,Most 3000,flower,bunga,default
1766,Most 3000,folk,rakyat,default
1767,Most 3000,following,mengikuti,default
1768,Most 3000,football,sepak bola,default
1769,Most 3000,forest,hutan,default
1770,Most 3000,forever,selamanya,default
1771,Most 3000,formal,resmi,default
1772,Most 3000,formation,pembentukan,default
1773,Most 3000,formula,rumus,default
1774,Most 3000,forth,sebagainya,default
1775,Most 3000,fortune,harta benda,default
1776,Most 3000,found,ditemukan,default
1777,Most 3000,foundation,dasar,default
1778,Most 3000,founder,pendiri,default
1779,Most 3000,fourth,keempat,default
1780,Most 3000,frame,bingkai,default
1781,Most 3000,framework,kerangka,default
1782,Most 3000,freedom,kebebasan,default
1783,Most 3000,freeze,membekukan,default
1784,Most 3000,French,Perancis,default
1785,Most 3000,frequency,frekuensi,default
1786,Most 3000,frequent,sering,default
1787,Most 3000,frequently,sering,default
1788,Most 3000,fresh,segar,default
1789,Most 3000,friendly,ramah,default
1790,Most 3000,friendship,persahabatan,default
1791,Most 3000,fruit,buah,default
1792,Most 3000,frustration,frustrasi,default
1793,Most 3000,fuel,bahan bakar,default
1794,Most 3000,fully,sepenuhnya,default
1795,Most 3000,fun,seru,default
1796,Most 3000,function,fungsi,default
1797,Most 3000,fundamental,mendasar,default
1798,Most 3000,funding,pendanaan,default
1799,Most 3000,funeral,pemakaman,default
1800,Most 3000,funny,lucu,default
1801,Most 3000,furniture,mebel,default
1802,Most 3000,furthermore,lebih-lebih lagi,default
1803,Most 2000,gain,memperoleh,default
1804,Most 2000,galaxy,galaksi,default
1805,Most 2000,gallery,galeri,default
1806,Most 2000,gang,gang,default
1807,Most 2000,gap,celah,default
1808,Most 2000,garage,garasi,default
1809,Most 2000,garlic,bawang putih,default
1810,Most 2000,gate,gerbang,default
1811,Most 2000,gather,mengumpulkan,default
1812,Most 2000,gay,gay,default
1813,Most 2000,gaze,tatapan,default
1814,Most 2000,gear,gigi,default
1815,Most 2000,gender,jenis kelamin,default
1816,Most 2000,gene,gen,default
1817,Most 2000,generally,umumnya,default
1818,Most 2000,generate,menghasilkan,default
1819,Most 2000,genetic,genetik,default
1820,Most 2000,gentleman,pria,default
1821,Most 2000,gently,dengan lembut,default
1822,Most 2000,German,Jerman,default
1823,Most 2000,gesture,sikap,default
1824,Most 2000,ghost,hantu,default
1825,Most 2000,giant,raksasa,default
1826,Most 2000,gift,hadiah,default
1827,Most 2000,gifted,berbakat,default
1828,Most 2000,girlfriend,pacar perempuan,default
1829,Most 2000,given,diberikan,default
1830,Most 2000,glad,senang,default
1831,Most 2000,glance,lirikan,default
1832,Most 3000,global,global,default
1833,Most 3000,glove,sarung tangan,default
1834,Most 3000,God,Tuhan,default
1835,Most 3000,gold,emas,default
1836,Most 3000,golden,keemasan,default
1837,Most 3000,golf,golf,default
1838,Most 3000,governor,gubernur,default
1839,Most 3000,grab,merebut,default
1840,Most 3000,grade,nilai,default
1841,Most 3000,gradually,perlahan-lahan,default
1842,Most 3000,graduate,lulus,default
1843,Most 3000,grain,bulir,default
1844,Most 3000,grand,agung,default
1845,Most 3000,grandfather,kakek,default
1846,Most 3000,grandmother,nenek,default
1847,Most 3000,grant,menganugerahkan,default
1848,Most 3000,grass,rumput,default
1849,Most 3000,grave,kuburan,default
1850,Most 3000,gray,abu-abu,default
1851,Most 3000,greatest,terbesar,default
1852,Most 3000,grocery,kebutuhan sehari-hari,default
1853,Most 3000,growing,pertumbuhan,default
1854,Most 3000,guarantee,menjamin,default
1855,Most 3000,guard,penjaga,default
1856,Most 3000,guest,tamu,default
1857,Most 3000,guide,memandu,default
1858,Most 3000,guideline,pedoman,default
1859,Most 3000,guilty,bersalah,default
1860,Most 2000,habit,kebiasaan,default
1861,Most 2000,habitat,habitat,default
1862,Most 2000,hall,aula,default
1863,Most 2000,handful,segenggam,default
1864,Most 2000,handle,menangani,default
1865,Most 2000,hardly,hampir tidak,default
1866,Most 2000,hat,topi,default
1867,Most 2000,hate,membenci,default
1868,Most 2000,headline,judul,default
1869,Most 2000,headquarters,markas besar,default
1870,Most 2000,healthy,sehat,default
1871,Most 2000,hearing,pendengaran,default
1872,Most 2000,heaven,surga,default
1873,Most 2000,heavily,berat,default
1874,Most 2000,heel,tumit,default
1875,Most 2000,height,tinggi,default
1876,Most 2000,helicopter,helikopter,default
1877,Most 2000,hell,neraka,default
1878,Most 2000,hello,Halo,default
1879,Most 2000,helpful,bermanfaat,default
1880,Most 2000,heritage,warisan,default
1881,Most 2000,hero,pahlawan,default
1882,Most 2000,hey,Hai,default
1883,Most 2000,hi,Hai,default
1884,Most 2000,hide,bersembunyi,default
1885,Most 2000,highlight,menyorot,default
1886,Most 2000,highly,sangat,default
1887,Most 3000,highway,jalan raya,default
1888,Most 3000,hill,bukit,default
1889,Most 3000,hip,panggul,default
1890,Most 3000,hire,mempekerjakan,default
1891,Most 3000,historian,sejarawan,default
1892,Most 3000,historic,bersejarah,default
1893,Most 3000,historical,historis,default
1894,Most 3000,hole,lubang,default
1895,Most 3000,holiday,hari libur,default
1896,Most 3000,holy,suci,default
1897,Most 3000,homeless,tunawisma,default
1898,Most 3000,honest,jujur,default
1899,Most 3000,honey,Sayang,default
1900,Most 3000,honor,menghormati,default
1901,Most 3000,horizon,cakrawala,default
1902,Most 3000,horror,kengerian,default
1903,Most 3000,horse,kuda,default
1904,Most 3000,host,tuan rumah,default
1905,Most 3000,household,rumah tangga,default
1906,Most 3000,housing,perumahan,default
1907,Most 3000,humor,humor,default
1908,Most 3000,hungry,lapar,default
1909,Most 3000,hunter,pemburu,default
1910,Most 3000,hunting,memburu,default
1911,Most 3000,hurt,terluka,default
1912,Most 3000,hypothesis,hipotesa,default
1913,Most 2000,ice,Es,default
1914,Most 2000,ideal,ideal,default
1915,Most 2000,identification,identifikasi,default
1916,Most 2000,identity,identitas,default
1917,Most 2000,ie,yaitu,default
1918,Most 2000,ignore,mengabaikan,default
1919,Most 2000,ill,sakit,default
1920,Most 2000,illegal,liar,default
1921,Most 2000,illness,penyakit,default
1922,Most 2000,illustrate,menjelaskan,default
1923,Most 2000,imagination,imajinasi,default
1924,Most 2000,immediate,segera,default
1925,Most 2000,immediately,langsung,default
1926,Most 2000,immigrant,imigran,default
1927,Most 2000,immigration,imigrasi,default
1928,Most 2000,implement,melaksanakan,default
1929,Most 2000,implication,implikasi,default
1930,Most 2000,imply,menyiratkan,default
1931,Most 2000,importance,pentingnya,default
1932,Most 2000,impose,memaksakan,default
1933,Most 2000,impossible,mustahil,default
1934,Most 2000,impress,membuat terkesan,default
1935,Most 2000,impression,kesan,default
1936,Most 2000,impressive,menakjubkan,default
1937,Most 2000,improvement,peningkatan,default
1938,Most 2000,incentive,insentif,default
1939,Most 2000,incident,kejadian,default
1940,Most 2000,income,penghasilan,default
1941,Most 2000,incorporate,menggabungkan,default
1942,Most 2000,increased,ditingkatkan,default
1943,Most 2000,increasing,meningkat,default
1944,Most 2000,increasingly,makin,default
1945,Most 2000,incredible,menakjubkan,default
1946,Most 2000,independence,kemerdekaan,default
1947,Most 2000,independent,mandiri,default
1948,Most 2000,index,indeks,default
1949,Most 2000,Indian,Indian,default
1950,Most 2000,indication,indikasi,default
1951,Most 2000,industrial,industri,default
1952,Most 2000,infant,bayi,default
1953,Most 2000,infection,infeksi,default
1954,Most 2000,inflation,inflasi,default
1955,Most 2000,influence,pengaruh,default
1956,Most 2000,inform,memberitahukan,default
1957,Most 2000,ingredient,bahan,default
1958,Most 2000,initial,awal,default
1959,Most 2000,initially,mulanya,default
1960,Most 3000,initiative,prakarsa,default
1961,Most 3000,injury,cedera,default
1962,Most 3000,inner,batin,default
1963,Most 3000,innocent,tidak bersalah,default
1964,Most 3000,inquiry,pertanyaan,default
1965,Most 3000,insight,wawasan,default
1966,Most 3000,insist,bersikeras,default
1967,Most 3000,inspire,mengilhami,default
1968,Most 3000,install,Install,default
1969,Most 3000,instance,contoh,default
1970,Most 3000,institutional,kelembagaan,default
1971,Most 3000,instruction,petunjuk,default
1972,Most 3000,instructor,pengajar,default
1973,Most 3000,instrument,instrumen,default
1974,Most 3000,insurance,Pertanggungan,default
1975,Most 3000,intellectual,intelektual,default
1976,Most 3000,intelligence,intelijen,default
1977,Most 3000,intend,bermaksud,default
1978,Most 3000,intense,intens,default
1979,Most 3000,intensity,intensitas,default
1980,Most 3000,intention,maksud,default
1981,Most 3000,interaction,interaksi,default
1982,Most 3000,interested,tertarik,default
1983,Most 3000,internal,intern,default
1984,Most 3000,Internet,Internet,default
1985,Most 3000,interpret,menafsirkan,default
1986,Most 3000,interpretation,penafsiran,default
1987,Most 3000,intervention,intervensi,default
1988,Most 3000,introduce,memperkenalkan,default
1989,Most 3000,introduction,perkenalan,default
1990,Most 3000,invasion,invasi,default
1991,Most 3000,invest,menginvestasikan,default
1992,Most 3000,investigate,menyelidiki,default
1993,Most 3000,investigation,penyelidikan,default
1994,Most 3000,investigator,peneliti,default
1995,Most 3000,investor,investor,default
1996,Most 3000,invite,mengundang,default
1997,Most 3000,involved,terlibat,default
1998,Most 3000,involvement,keterlibatan,default
1999,Most 3000,Iraqi,Irak,default
2000,Most 3000,Irish,orang Irlandia,default
2001,Most 3000,iron,besi,default
2002,Most 3000,Islamic,Islam,default
2003,Most 3000,island,pulau,default
2004,Most 3000,Israeli,Israel,default
2005,Most 3000,Italian,Italia,default
2006,Most 2000,jacket,jaket,default
2007,Most 2000,jail,penjara,default
2008,Most 2000,Japanese,Jepang,default
2009,Most 2000,jet,jet,default
2010,Most 2000,Jew,Yahudi,default
2011,Most 2000,Jewish,Yahudi,default
2012,Most 2000,joint,persendian,default
2013,Most 2000,joke,candaan,default
2014,Most 2000,journal,jurnal,default
2015,Most 2000,journalist,wartawan,default
2016,Most 3000,journey,perjalanan,default
2017,Most 3000,joy,sukacita,default
2018,Most 3000,judge,hakim,default
2019,Most 3000,judgment,pertimbangan,default
2020,Most 3000,juice,jus,default
2021,Most 3000,jump,melompat,default
2022,Most 3000,junior,muda,default
2023,Most 3000,jury,juri,default
2024,Most 3000,justice,keadilan,default
2025,Most 3000,justify,membenarkan,default
2026,Most 2000,kick,menendang,default
2027,Most 2000,killer,pembunuh,default
2028,Most 2000,killing,pembunuhan,default
2029,Most 2000,king,raja,default
2030,Most 3000,kiss,ciuman,default
2031,Most 3000,knee,lutut,default
2032,Most 3000,knife,pisau,default
2033,Most 3000,knock,ketukan,default
2034,Most 2000,lab,laboratorium,default
2035,Most 2000,label,label,default
2036,Most 2000,labor,tenaga kerja,default
2037,Most 2000,laboratory,laboratorium,default
2038,Most 2000,lack,kekurangan,default
2039,Most 2000,lady,wanita,default
2040,Most 2000,lake,danau,default
2041,Most 2000,landscape,lanskap,default
2042,Most 2000,lap,pangkuan,default
2043,Most 2000,largely,sebagian besar,default
2044,Most 2000,Latin,Latin,default
2045,Most 2000,latter,yang terakhir,default
2046,Most 2000,launch,meluncurkan,default
2047,Most 2000,lawn,halaman rumput,default
2048,Most 2000,lawsuit,gugatan,default
2049,Most 2000,layer,lapisan,default
2050,Most 2000,leadership,kepemimpinan,default
2051,Most 2000,leading,terkemuka,default
2052,Most 2000,leaf,daun,default
2053,Most 2000,league,liga,default
2054,Most 2000,lean,bersandar,default
2055,Most 2000,learning,sedang belajar,default
2056,Most 2000,leather,kulit,default
2057,Most 2000,legacy,warisan,default
2058,Most 2000,legend,legenda,default
2059,Most 2000,legislation,legislasi,default
2060,Most 2000,legitimate,sah,default
2061,Most 2000,lemon,lemon,default
2062,Most 2000,length,panjang,default
2063,Most 2000,lesson,pelajaran,default
2064,Most 2000,liberal,liberal,default
2065,Most 3000,library,perpustakaan,default
2066,Most 3000,license,lisensi,default
2067,Most 3000,lifestyle,gaya hidup,default
2068,Most 3000,lifetime,seumur hidup,default
2069,Most 3000,lift,mengangkat,default
2070,Most 3000,limit,membatasi,default
2071,Most 3000,limitation,keterbatasan,default
2072,Most 3000,limited,terbatas,default
2073,Most 3000,link,tautan,default
2074,Most 3000,lip,bibir,default
2075,Most 3000,literally,secara harfiah,default
2076,Most 3000,literary,sastra,default
2077,Most 3000,literature,literatur,default
2078,Most 3000,living,hidup,default
2079,Most 3000,load,memuat,default
2080,Most 3000,loan,meminjamkan,default
2081,Most 3000,locate,menemukan,default
2082,Most 3000,location,lokasi,default
2083,Most 3000,lock,kunci,default
2084,Most 3000,long-term,jangka panjang,default
2085,Most 3000,loose,longgar,default
2086,Most 3000,lost,hilang,default
2087,Most 3000,lots,banyak,default
2088,Most 3000,loud,keras,default
2089,Most 3000,lovely,cantik,default
2090,Most 3000,lover,kekasih,default
2091,Most 3000,lower,lebih rendah,default
2092,Most 3000,luck,keberuntungan,default
2093,Most 3000,lucky,beruntung,default
2094,Most 3000,lunch,makan siang,default
2095,Most 3000,lung,paru-paru,default
2096,Most 2000,mad,gila,default
2097,Most 2000,mail,surat,default
2098,Most 2000,mainly,terutama,default
2099,Most 2000,maintenance,pemeliharaan,default
2100,Most 2000,maker,pembuat,default
2101,Most 2000,makeup,dandan,default
2102,Most 2000,male,pria,default
2103,Most 2000,mall,mall,default
2104,Most 2000,manner,tata krama,default
2105,Most 2000,manufacturer,pabrikan,default
2106,Most 2000,manufacturing,manufaktur,default
2107,Most 2000,map,peta,default
2108,Most 2000,margin,batas,default
2109,Most 2000,mark,tanda,default
2110,Most 2000,marketing,pemasaran,default
2111,Most 2000,married,telah menikah,default
2112,Most 2000,marry,nikah,default
2113,Most 2000,mask,masker,default
2114,Most 2000,mass,massa,default
2115,Most 2000,massive,besar sekali,default
2116,Most 2000,master,menguasai,default
2117,Most 2000,match,cocok,default
2118,Most 2000,math,matematika,default
2119,Most 2000,mayor,walikota,default
2120,Most 2000,meal,makanan,default
2121,Most 2000,meaning,arti,default
2122,Most 2000,meanwhile,Sementara itu,default
2123,Most 2000,measurement,pengukuran,default
2124,Most 2000,meat,daging,default
2125,Most 2000,mechanism,mekanisme,default
2126,Most 2000,medication,pengobatan,default
2127,Most 2000,medicine,obat,default
2128,Most 2000,medium,sedang,default
2129,Most 2000,membership,keanggotaan,default
2130,Most 2000,mental,mental,default
2131,Most 2000,menu,menu,default
2132,Most 2000,mere,belaka,default
2133,Most 2000,merely,hanya,default
2134,Most 2000,mess,kekacauan,default
2135,Most 2000,metal,logam,default
2136,Most 2000,meter,meter,default
2137,Most 3000,Mexican,Meksiko,default
2138,Most 3000,milk,susu,default
2139,Most 3000,mine,milikku,default
2140,Most 3000,minister,menteri,default
2141,Most 3000,minor,minor,default
2142,Most 3000,minority,minoritas,default
2143,Most 3000,miracle,keajaiban,default
2144,Most 3000,mirror,cermin,default
2145,Most 3000,missile,peluru kendali,default
2146,Most 3000,mistake,kesalahan,default
2147,Most 3000,mix,mencampur,default
2148,Most 3000,mixture,campuran,default
2149,Most 3000,mm-hmm,mm-hmm,default
2150,Most 3000,mode,mode,default
2151,Most 3000,moderate,sedang,default
2152,Most 3000,modest,sederhana,default
2153,Most 3000,mom,Mama,default
2154,Most 3000,monitor,monitor,default
2155,Most 3000,mood,suasana hati,default
2156,Most 3000,moon,bulan,default
2157,Most 3000,moral,moral,default
2158,Most 3000,moreover,lebih-lebih lagi,default
2159,Most 3000,mortgage,hipotek,default
2160,Most 3000,mostly,sebagian besar,default
2161,Most 3000,motion,gerakan,default
2162,Most 3000,motivation,motivasi,default
2163,Most 3000,motor,motor,default
2164,Most 3000,mount,gunung,default
2165,Most 3000,mountain,gunung,default
2166,Most 3000,mouse,mouse,default
2167,Most 3000,Ms,MS,default
2168,Most 3000,multiple,beberapa,default
2169,Most 3000,murder,pembunuhan,default
2170,Most 3000,muscle,otot,default
2171,Most 3000,museum,museum,default
2172,Most 3000,musical,musikal,default
2173,Most 3000,musician,pemusik,default
2174,Most 3000,Muslim,Muslim,default
2175,Most 3000,mutual,saling,default
2176,Most 3000,mystery,Misteri,default
2177,Most 3000,myth,mitos,default
2178,Most 2000,naked,telanjang,default
2179,Most 2000,narrative,cerita,default
2180,Most 2000,narrow,sempit,default
2181,Most 2000,native,warga asli,default
2182,Most 2000,naturally,tentu saja,default
2183,Most 2000,nearby,di dekat sini,default
2184,Most 2000,necessarily,perlu,default
2185,Most 2000,neck,leher,default
2186,Most 2000,negative,negatif,default
2187,Most 2000,negotiate,negosiasi,default
2188,Most 2000,negotiation,perundingan,default
2189,Most 2000,neighbor,tetangga,default
2190,Most 2000,neighborhood,lingkungan,default
2191,Most 2000,neither,juga tidak,default
2192,Most 2000,nerve,saraf,default
2193,Most 2000,nervous,grogi,default
2194,Most 2000,net,bersih,default
2195,Most 2000,nevertheless,namun demikian,default
2196,Most 3000,newly,baru saja,default
2197,Most 3000,nine,sembilan,default
2198,Most 3000,nobody,bukan siapa-siapa,default
2199,Most 3000,nod,anggukan,default
2200,Most 3000,noise,kebisingan,default
2201,Most 3000,nomination,pencalonan,default
2202,Most 3000,nonetheless,Namun,default
2203,Most 3000,normal,normal,default
2204,Most 3000,normally,biasanya,default
2205,Most 3000,northern,sebelah utara,default
2206,Most 3000,nose,hidung,default
2207,Most 3000,notion,gagasan,default
2208,Most 3000,novel,novel,default
2209,Most 3000,nowhere,tidak ada tempat,default
2210,Most 3000,nuclear,nuklir,default
2211,Most 3000,numerous,banyak sekali,default
2212,Most 3000,nurse,perawat,default
2213,Most 3000,nut,kacang,default
2214,Most 2000,object,obyek,default
2215,Most 2000,objective,objektif,default
2216,Most 2000,obligation,kewajiban,default
2217,Most 2000,observation,pengamatan,default
2218,Most 2000,observe,mengamati,default
2219,Most 2000,observer,pengamat,default
2220,Most 2000,obtain,memperoleh,default
2221,Most 2000,obvious,jelas,default
2222,Most 2000,obviously,jelas sekali,default
2223,Most 2000,occasion,kesempatan,default
2224,Most 2000,occasionally,kadang-kadang,default
2225,Most 2000,occupation,pekerjaan,default
2226,Most 2000,occupy,menempati,default
2227,Most 2000,ocean,laut,default
2228,Most 2000,odd,aneh,default
2229,Most 2000,odds,kemungkinan,default
2230,Most 2000,offense,pelanggaran,default
2231,Most 2000,offensive,menyinggung,default
2232,Most 2000,okay,Oke,default
2233,Most 2000,Olympic,Olimpiade,default
2234,Most 2000,ongoing,sedang berlangsung,default
2235,Most 2000,onion,bawang bombai,default
2236,Most 2000,online,on line,default
2237,Most 2000,opening,pembukaan,default
2238,Most 3000,operate,beroperasi,default
2239,Most 3000,operating,Pengoperasian,default
2240,Most 3000,operator,operator,default
2241,Most 3000,opinion,pendapat,default
2242,Most 3000,opponent,lawan,default
2243,Most 3000,oppose,menolak,default
2244,Most 3000,opposite,di depan,default
2245,Most 3000,opposition,berlawanan,default
2246,Most 3000,orange,oranye,default
2247,Most 3000,ordinary,biasa,default
2248,Most 3000,organic,organik,default
2249,Most 3000,organize,mengatur,default
2250,Most 3000,orientation,orientasi,default
2251,Most 3000,origin,asal,default
2252,Most 3000,original,asli,default
2253,Most 3000,originally,semula,default
2254,Most 3000,otherwise,jika tidak,default
2255,Most 3000,ought,sebaiknya,default
2256,Most 3000,ourselves,diri,default
2257,Most 3000,outcome,hasil,default
2258,Most 3000,oven,oven,default
2259,Most 3000,overall,keseluruhan,default
2260,Most 3000,overcome,mengatasi,default
2261,Most 3000,overlook,mengabaikan,default
2262,Most 3000,owe,utang,default
2263,Most 2000,pace,laju,default
2264,Most 2000,pack,mengemas,default
2265,Most 2000,package,kemasan,default
2266,Most 2000,painful,menyakitkan,default
2267,Most 2000,paint,cat,default
2268,Most 2000,painter,pelukis,default
